"gender","year","municipalities","value"
"Sex - TOTAL","2002","Sveti Jurij v Slov. goricah",NA
"Sex - TOTAL","2002","Sveti Tomaž",NA
"Sex - TOTAL","2002","Šalovci",79
"Sex - TOTAL","2002","Šempeter - Vrtojba",4924
"Sex - TOTAL","2002","Šenčur",1103
"Sex - TOTAL","2002","Šentilj",2628
"Sex - TOTAL","2002","Šentjernej",1319
"Sex - TOTAL","2002","Šentjur",4212
"Sex - TOTAL","2002","Šentrupert",NA
"Sex - TOTAL","2002","Škocjan",418
"Sex - TOTAL","2002","Škofja Loka",8850
"Sex - TOTAL","2002","Škofljica",1363
"Sex - TOTAL","2002","Šmarje pri Jelšah",1847
"Sex - TOTAL","2002","Šmarješke Toplice",NA
"Sex - TOTAL","2002","Šmartno ob Paki",443
"Sex - TOTAL","2002","Šmartno pri Litiji",1055
"Sex - TOTAL","2002","Šoštanj",2474
"Sex - TOTAL","2002","Štore",1525
"Sex - TOTAL","2002","Tabor",99
"Sex - TOTAL","2002","Tišina",366
"Sex - TOTAL","2002","Tolmin",4093
"Sex - TOTAL","2002","Trbovlje",6149
"Sex - TOTAL","2002","Trebnje",5581
"Sex - TOTAL","2002","Trnovska vas",46
"Sex - TOTAL","2002","Trzin",3794
"Sex - TOTAL","2002","Tržič",3678
"Sex - TOTAL","2002","Turnišče",863
"Sex - TOTAL","2002","Velenje",19598
"Sex - TOTAL","2002","Velika Polana",251
"Sex - TOTAL","2002","Velike Lašče",439
"Sex - TOTAL","2002","Veržej",297
"Sex - TOTAL","2002","Videm",369
"Sex - TOTAL","2002","Vipava",1122
"Sex - TOTAL","2002","Vitanje",343
"Sex - TOTAL","2002","Vodice",504
"Sex - TOTAL","2002","Vojnik",1071
"Sex - TOTAL","2002","Vransko",468
"Sex - TOTAL","2002","Vrhnika",5165
"Sex - TOTAL","2002","Vuzenica",661
"Sex - TOTAL","2002","Zagorje ob Savi",4762
"Sex - TOTAL","2002","Zavrč",157
"Sex - TOTAL","2002","Zreče",3962
"Sex - TOTAL","2002","Žalec",7450
"Sex - TOTAL","2002","Železniki",2624
"Sex - TOTAL","2002","Žetale",68
"Sex - TOTAL","2002","Žiri",1953
"Sex - TOTAL","2002","Žirovnica",462
"Sex - TOTAL","2002","Žužemberk",635
"Sex - TOTAL","2003","Ajdovščina",6650
"Sex - TOTAL","2003","Ankaran/Ancarano",NA
"Sex - TOTAL","2003","Apače",NA
"Sex - TOTAL","2003","Beltinci",1336
"Sex - TOTAL","2003","Benedikt",181
"Sex - TOTAL","2003","Bistrica ob Sotli",297
"Sex - TOTAL","2003","Bled",3735
"Sex - TOTAL","2003","Bloke",299
"Sex - TOTAL","2003","Bohinj",1253
"Sex - TOTAL","2003","Borovnica",482
"Sex - TOTAL","2003","Bovec",1075
"Sex - TOTAL","2003","Braslovče",648
"Sex - TOTAL","2003","Brda",551
"Sex - TOTAL","2003","Brezovica",1698
"Sex - TOTAL","2003","Brežice",6214
"Sex - TOTAL","2003","Cankova",245
"Sex - TOTAL","2003","Celje",28405
"Sex - TOTAL","2003","Cerklje na Gorenjskem",2062
"Sex - TOTAL","2003","Cerknica",3050
"Sex - TOTAL","2003","Cerkno",1882
"Sex - TOTAL","2003","Cerkvenjak",158
"Sex - TOTAL","2003","Cirkulane",NA
"Sex - TOTAL","2003","Črenšovci",568
"Sex - TOTAL","2003","Črna na Koroškem",666
"Sex - TOTAL","2003","Črnomelj",5011
"Sex - TOTAL","2003","Destrnik",215
"Sex - TOTAL","2003","Divača",1326
"Sex - TOTAL","2003","Dobje",134
"Sex - TOTAL","2003","Dobrepolje",795
"Sex - TOTAL","2003","Dobrna",420
"Sex - TOTAL","2003","Dobrova - Polhov Gradec",943
"Sex - TOTAL","2003","Dobrovnik/Dobronak",146
"Sex - TOTAL","2003","Dol pri Ljubljani",862
"Sex - TOTAL","2003","Dolenjske Toplice",657
"Sex - TOTAL","2003","Domžale",10713
"Sex - TOTAL","2003","Dornava",600
"Sex - TOTAL","2003","Dravograd",2305
"Sex - TOTAL","2003","Duplek",534
"Sex - TOTAL","2003","Gorenja vas - Poljane",1014
"Sex - TOTAL","2003","Gorišnica",659
"Sex - TOTAL","2003","Gorje",NA
"Sex - TOTAL","2003","Gornja Radgona",4084
"Sex - TOTAL","2003","Gornji Grad",350
"Sex - TOTAL","2003","Gornji Petrovci",502
"Sex - TOTAL","2003","Grad",171
"Sex - TOTAL","2003","Grosuplje",4944
"Sex - TOTAL","2003","Hajdina",541
"Sex - TOTAL","2003","Hoče - Slivnica",2917
"Sex - TOTAL","2003","Hodoš/Hodos",78
"Sex - TOTAL","2003","Horjul",699
"Sex - TOTAL","2003","Hrastnik",2615
"Sex - TOTAL","2003","Hrpelje - Kozina",1307
"Sex - TOTAL","2003","Idrija",5057
"Sex - TOTAL","2003","Ig",1173
"Sex - TOTAL","2003","Ilirska Bistrica",3600
"Sex - TOTAL","2003","Ivančna Gorica",2811
"Sex - TOTAL","2003","Izola/Isola",5219
"Sex - TOTAL","2003","Jesenice",7771
"Sex - TOTAL","2003","Jezersko",126
"Sex - TOTAL","2003","Juršinci",123
"Sex - TOTAL","2003","Kamnik",7780
"Sex - TOTAL","2003","Kanal",1248
"Sex - TOTAL","2003","Kidričevo",4196
"Sex - TOTAL","2003","Kobarid",930
"Sex - TOTAL","2003","Kobilje",148
"Sex - TOTAL","2003","Kočevje",5432
"Sex - TOTAL","2003","Komen",692
"Sex - TOTAL","2003","Komenda",875
"Sex - TOTAL","2003","Koper/Capodistria",20813
"Sex - TOTAL","2003","Kostanjevica na Krki",NA
"Sex - TOTAL","2003","Kostel",81
"Sex - TOTAL","2003","Kozje",576
"Sex - TOTAL","2003","Kranj",25442
"Sex - TOTAL","2003","Kranjska Gora",1363
"Sex - TOTAL","2003","Križevci",747
"Sex - TOTAL","2003","Krško",9548
"Sex - TOTAL","2003","Kungota",704
"Sex - TOTAL","2003","Kuzma",96
"Sex - TOTAL","2003","Laško",3922
"Sex - TOTAL","2003","Lenart",4145
"Sex - TOTAL","2003","Lendava/Lendva",4242
"Sex - TOTAL","2003","Litija",3117
"Sex - TOTAL","2003","Ljubljana",178466
"Sex - TOTAL","2003","Ljubno",505
"Sex - TOTAL","2003","Ljutomer",4383
"Sex - TOTAL","2003","Log - Dragomer",NA
"Sex - TOTAL","2003","Logatec",3541
"Sex - TOTAL","2003","Loška dolina",1747
"Sex - TOTAL","2003","Loški Potok",248
"Sex - TOTAL","2003","Lovrenc na Pohorju",615
"Sex - TOTAL","2003","Luče",198
"Sex - TOTAL","2003","Lukovica",738
"Sex - TOTAL","2003","Majšperk",428
"Sex - TOTAL","2003","Makole",NA
"Sex - TOTAL","2003","Maribor",59368
"Sex - TOTAL","2003","Markovci",494
"Sex - TOTAL","2003","Medvode",3348
"Sex - TOTAL","2003","Mengeš",2717
"Sex - TOTAL","2003","Metlika",3272
"Sex - TOTAL","2003","Mežica",1391
"Sex - TOTAL","2003","Miklavž na Dravskem polju",888
"Sex - TOTAL","2003","Miren - Kostanjevica",1052
"Sex - TOTAL","2003","Mirna",NA
"Sex - TOTAL","2003","Mirna Peč",198
"Sex - TOTAL","2003","Mislinja",604
"Sex - TOTAL","2003","Mokronog - Trebelno",NA
"Sex - TOTAL","2003","Moravče",399
"Sex - TOTAL","2003","Moravske Toplice",1046
"Sex - TOTAL","2003","Mozirje",1420
"Sex - TOTAL","2003","Murska Sobota",15324
"Sex - TOTAL","2003","Muta",997
"Sex - TOTAL","2003","Naklo",2390
"Sex - TOTAL","2003","Nazarje",2321
"Sex - TOTAL","2003","Nova Gorica",16277
"Sex - TOTAL","2003","Novo mesto",22060
"Sex - TOTAL","2003","Odranci",152
"Sex - TOTAL","2003","Oplotnica",452
"Sex - TOTAL","2003","Ormož",4802
"Sex - TOTAL","2003","Osilnica",98
"Sex - TOTAL","2003","Pesnica",1031
"Sex - TOTAL","2003","Piran/Pirano",6547
"Sex - TOTAL","2003","Pivka",2298
"Sex - TOTAL","2003","Podčetrtek",619
"Sex - TOTAL","2003","Podlehnik",487
"Sex - TOTAL","2003","Podvelka",354
"Sex - TOTAL","2003","Poljčane",NA
"Sex - TOTAL","2003","Polzela",1656
"Sex - TOTAL","2003","Postojna",6435
"Sex - TOTAL","2003","Prebold",933
"Sex - TOTAL","2003","Preddvor",556
"Sex - TOTAL","2003","Prevalje",1793
"Sex - TOTAL","2003","Ptuj",11739
"Sex - TOTAL","2003","Puconci",572
"Sex - TOTAL","2003","Rače - Fram",960
"Sex - TOTAL","2003","Radeče",1207
"Sex - TOTAL","2003","Radenci",1339
"Sex - TOTAL","2003","Radlje ob Dravi",2241
"Sex - TOTAL","2003","Radovljica",6417
"Sex - TOTAL","2003","Ravne na Koroškem",4830
"Sex - TOTAL","2003","Razkrižje",116
"Sex - TOTAL","2003","Rečica ob Savinji",NA
"Sex - TOTAL","2003","Renče - Vogrsko",NA
"Sex - TOTAL","2003","Ribnica",2821
"Sex - TOTAL","2003","Ribnica na Pohorju",122
"Sex - TOTAL","2003","Rogaška Slatina",4678
"Sex - TOTAL","2003","Rogašovci",311
"Sex - TOTAL","2003","Rogatec",871
"Sex - TOTAL","2003","Ruše",2161
"Sex - TOTAL","2003","Selnica ob Dravi",1047
"Sex - TOTAL","2003","Semič",1539
"Sex - TOTAL","2003","Sevnica",5152
"Sex - TOTAL","2003","Sežana",5728
"Sex - TOTAL","2003","Slovenj Gradec",8870
"Sex - TOTAL","2003","Slovenska Bistrica",8333
"Sex - TOTAL","2003","Slovenske Konjice",4573
"Sex - TOTAL","2003","Sodražica",447
"Sex - TOTAL","2003","Solčava",85
"Sex - TOTAL","2003","Središče ob Dravi",NA
"Sex - TOTAL","2003","Starše",351
"Sex - TOTAL","2003","Straža",NA
"Sex - TOTAL","2003","Sveta Ana",152
"Sex - TOTAL","2003","Sveta Trojica v Slov. goricah",NA
"Sex - TOTAL","2003","Sveti Andraž v Slov. goricah",41
"Sex - TOTAL","2003","Sveti Jurij ob Ščavnici",223
"Sex - TOTAL","2003","Sveti Jurij v Slov. goricah",NA
"Sex - TOTAL","2003","Sveti Tomaž",NA
"Sex - TOTAL","2003","Šalovci",85
"Sex - TOTAL","2003","Šempeter - Vrtojba",4957
"Sex - TOTAL","2003","Šenčur",1174
"Sex - TOTAL","2003","Šentilj",2395
"Sex - TOTAL","2003","Šentjernej",1422
"Sex - TOTAL","2003","Šentjur",4207
"Sex - TOTAL","2003","Šentrupert",NA
"Sex - TOTAL","2003","Škocjan",428
"Sex - TOTAL","2003","Škofja Loka",8833
"Sex - TOTAL","2003","Škofljica",1425
"Sex - TOTAL","2003","Šmarje pri Jelšah",1891
"Sex - TOTAL","2003","Šmarješke Toplice",NA
"Sex - TOTAL","2003","Šmartno ob Paki",440
"Sex - TOTAL","2003","Šmartno pri Litiji",993
"Sex - TOTAL","2003","Šoštanj",2528
"Sex - TOTAL","2003","Štore",1634
"Sex - TOTAL","2003","Tabor",85
"Sex - TOTAL","2003","Tišina",363
"Sex - TOTAL","2003","Tolmin",4049
"Sex - TOTAL","2003","Trbovlje",6097
"Sex - TOTAL","2003","Trebnje",5832
"Sex - TOTAL","2003","Trnovska vas",43
"Sex - TOTAL","2003","Trzin",4246
"Sex - TOTAL","2003","Tržič",3706
"Sex - TOTAL","2003","Turnišče",711
"Sex - TOTAL","2003","Velenje",19160
"Sex - TOTAL","2003","Velika Polana",237
"Sex - TOTAL","2003","Velike Lašče",449
"Sex - TOTAL","2003","Veržej",279
"Sex - TOTAL","2003","Videm",388
"Sex - TOTAL","2003","Vipava",1096
"Sex - TOTAL","2003","Vitanje",328
"Sex - TOTAL","2003","Vodice",544
"Sex - TOTAL","2003","Vojnik",1156
"Sex - TOTAL","2003","Vransko",521
"Sex - TOTAL","2003","Vrhnika",5088
"Sex - TOTAL","2003","Vuzenica",645
"Sex - TOTAL","2003","Zagorje ob Savi",4775
"Sex - TOTAL","2003","Zavrč",127
"Sex - TOTAL","2003","Zreče",4028
"Sex - TOTAL","2003","Žalec",7567
"Sex - TOTAL","2003","Železniki",2341
"Sex - TOTAL","2003","Žetale",78
"Sex - TOTAL","2003","Žiri",1933
"Sex - TOTAL","2003","Žirovnica",484
"Sex - TOTAL","2003","Žužemberk",655
"Sex - TOTAL","2004","Ajdovščina",6481
"Sex - TOTAL","2004","Ankaran/Ancarano",NA
"Sex - TOTAL","2004","Apače",NA
"Sex - TOTAL","2004","Beltinci",1376
"Sex - TOTAL","2004","Benedikt",201
"Sex - TOTAL","2004","Bistrica ob Sotli",329
"Sex - TOTAL","2004","Bled",3712
"Sex - TOTAL","2004","Bloke",358
"Sex - TOTAL","2004","Bohinj",1263
"Sex - TOTAL","2004","Borovnica",488
"Sex - TOTAL","2004","Bovec",1062
"Sex - TOTAL","2004","Braslovče",655
"Sex - TOTAL","2004","Brda",533
"Sex - TOTAL","2004","Brezovica",1711
"Sex - TOTAL","2004","Brežice",6455
"Sex - TOTAL","2004","Cankova",274
"Sex - TOTAL","2004","Celje",29578
"Sex - TOTAL","2004","Cerklje na Gorenjskem",2084
"Sex - TOTAL","2004","Cerknica",3106
"Sex - TOTAL","2004","Cerkno",1868
"Sex - TOTAL","2004","Cerkvenjak",169
"Sex - TOTAL","2004","Cirkulane",NA
"Sex - TOTAL","2004","Črenšovci",585
"Sex - TOTAL","2004","Črna na Koroškem",738
"Sex - TOTAL","2004","Črnomelj",4965
"Sex - TOTAL","2004","Destrnik",204
"Sex - TOTAL","2004","Divača",1336
"Sex - TOTAL","2004","Dobje",131
"Sex - TOTAL","2004","Dobrepolje",854
"Sex - TOTAL","2004","Dobrna",437
"Sex - TOTAL","2004","Dobrova - Polhov Gradec",968
"Sex - TOTAL","2004","Dobrovnik/Dobronak",134
"Sex - TOTAL","2004","Dol pri Ljubljani",881
"Sex - TOTAL","2004","Dolenjske Toplice",669
"Sex - TOTAL","2004","Domžale",10698
"Sex - TOTAL","2004","Dornava",616
"Sex - TOTAL","2004","Dravograd",2364
"Sex - TOTAL","2004","Duplek",554
"Sex - TOTAL","2004","Gorenja vas - Poljane",1036
"Sex - TOTAL","2004","Gorišnica",710
"Sex - TOTAL","2004","Gorje",NA
"Sex - TOTAL","2004","Gornja Radgona",4201
"Sex - TOTAL","2004","Gornji Grad",375
"Sex - TOTAL","2004","Gornji Petrovci",470
"Sex - TOTAL","2004","Grad",158
"Sex - TOTAL","2004","Grosuplje",5166
"Sex - TOTAL","2004","Hajdina",544
"Sex - TOTAL","2004","Hoče - Slivnica",3065
"Sex - TOTAL","2004","Hodoš/Hodos",59
"Sex - TOTAL","2004","Horjul",739
"Sex - TOTAL","2004","Hrastnik",2577
"Sex - TOTAL","2004","Hrpelje - Kozina",1237
"Sex - TOTAL","2004","Idrija",5152
"Sex - TOTAL","2004","Ig",1163
"Sex - TOTAL","2004","Ilirska Bistrica",3575
"Sex - TOTAL","2004","Ivančna Gorica",3060
"Sex - TOTAL","2004","Izola/Isola",5294
"Sex - TOTAL","2004","Jesenice",7505
"Sex - TOTAL","2004","Jezersko",132
"Sex - TOTAL","2004","Juršinci",137
"Sex - TOTAL","2004","Kamnik",7895
"Sex - TOTAL","2004","Kanal",1236
"Sex - TOTAL","2004","Kidričevo",4118
"Sex - TOTAL","2004","Kobarid",979
"Sex - TOTAL","2004","Kobilje",52
"Sex - TOTAL","2004","Kočevje",5356
"Sex - TOTAL","2004","Komen",735
"Sex - TOTAL","2004","Komenda",873
"Sex - TOTAL","2004","Koper/Capodistria",21050
"Sex - TOTAL","2004","Kostanjevica na Krki",NA
"Sex - TOTAL","2004","Kostel",103
"Sex - TOTAL","2004","Kozje",583
"Sex - TOTAL","2004","Kranj",25757
"Sex - TOTAL","2004","Kranjska Gora",1364
"Sex - TOTAL","2004","Križevci",743
"Sex - TOTAL","2004","Krško",9530
"Sex - TOTAL","2004","Kungota",715
"Sex - TOTAL","2004","Kuzma",108
"Sex - TOTAL","2004","Laško",3879
"Sex - TOTAL","2004","Lenart",4023
"Sex - TOTAL","2004","Lendava/Lendva",4359
"Sex - TOTAL","2004","Litija",3127
"Sex - TOTAL","2004","Ljubljana",181479
"Sex - TOTAL","2004","Ljubno",443
"Sex - TOTAL","2004","Ljutomer",4434
"Sex - TOTAL","2004","Log - Dragomer",NA
"Sex - TOTAL","2004","Logatec",3521
"Sex - TOTAL","2004","Loška dolina",1732
"Sex - TOTAL","2004","Loški Potok",254
"Sex - TOTAL","2004","Lovrenc na Pohorju",611
"Sex - TOTAL","2004","Luče",227
"Sex - TOTAL","2004","Lukovica",733
"Sex - TOTAL","2004","Majšperk",316
"Sex - TOTAL","2004","Makole",NA
"Sex - TOTAL","2004","Maribor",59713
"Sex - TOTAL","2004","Markovci",480
"Sex - TOTAL","2004","Medvode",3358
"Sex - TOTAL","2004","Mengeš",2728
"Sex - TOTAL","2004","Metlika",3290
"Sex - TOTAL","2004","Mežica",1411
"Sex - TOTAL","2004","Miklavž na Dravskem polju",934
"Sex - TOTAL","2004","Miren - Kostanjevica",1087
"Sex - TOTAL","2004","Mirna",NA
"Sex - TOTAL","2004","Mirna Peč",202
"Sex - TOTAL","2004","Mislinja",589
"Sex - TOTAL","2004","Mokronog - Trebelno",NA
"Sex - TOTAL","2004","Moravče",473
"Sex - TOTAL","2004","Moravske Toplice",1043
"Sex - TOTAL","2004","Mozirje",1440
"Sex - TOTAL","2004","Murska Sobota",15106
"Sex - TOTAL","2004","Muta",1018
"Sex - TOTAL","2004","Naklo",2041
"Sex - TOTAL","2004","Nazarje",2213
"Sex - TOTAL","2004","Nova Gorica",16217
"Sex - TOTAL","2004","Novo mesto",22776
"Sex - TOTAL","2004","Odranci",152
"Sex - TOTAL","2004","Oplotnica",460
"Sex - TOTAL","2004","Ormož",4769
"Sex - TOTAL","2004","Osilnica",89
"Sex - TOTAL","2004","Pesnica",1066
"Sex - TOTAL","2004","Piran/Pirano",6646
"Sex - TOTAL","2004","Pivka",2236
"Sex - TOTAL","2004","Podčetrtek",623
"Sex - TOTAL","2004","Podlehnik",450
"Sex - TOTAL","2004","Podvelka",371
"Sex - TOTAL","2004","Poljčane",NA
"Sex - TOTAL","2004","Polzela",1611
"Sex - TOTAL","2004","Postojna",6170
"Sex - TOTAL","2004","Prebold",713
"Sex - TOTAL","2004","Preddvor",585
"Sex - TOTAL","2004","Prevalje",1721
"Sex - TOTAL","2004","Ptuj",11839
"Sex - TOTAL","2004","Puconci",541
"Sex - TOTAL","2004","Rače - Fram",1076
"Sex - TOTAL","2004","Radeče",1226
"Sex - TOTAL","2004","Radenci",1340
"Sex - TOTAL","2004","Radlje ob Dravi",2237
"Sex - TOTAL","2004","Radovljica",6337
"Sex - TOTAL","2004","Ravne na Koroškem",4931
"Sex - TOTAL","2004","Razkrižje",108
"Sex - TOTAL","2004","Rečica ob Savinji",NA
"Sex - TOTAL","2004","Renče - Vogrsko",NA
"Sex - TOTAL","2004","Ribnica",2797
"Sex - TOTAL","2004","Ribnica na Pohorju",126
"Sex - TOTAL","2004","Rogaška Slatina",4408
"Sex - TOTAL","2004","Rogašovci",300
"Sex - TOTAL","2004","Rogatec",837
"Sex - TOTAL","2004","Ruše",2156
"Sex - TOTAL","2004","Selnica ob Dravi",920
"Sex - TOTAL","2004","Semič",1421
"Sex - TOTAL","2004","Sevnica",5143
"Sex - TOTAL","2004","Sežana",5510
"Sex - TOTAL","2004","Slovenj Gradec",8933
"Sex - TOTAL","2004","Slovenska Bistrica",8292
"Sex - TOTAL","2004","Slovenske Konjice",4502
"Sex - TOTAL","2004","Sodražica",449
"Sex - TOTAL","2004","Solčava",90
"Sex - TOTAL","2004","Središče ob Dravi",NA
"Sex - TOTAL","2004","Starše",345
"Sex - TOTAL","2004","Straža",NA
"Sex - TOTAL","2004","Sveta Ana",126
"Sex - TOTAL","2004","Sveta Trojica v Slov. goricah",NA
"Sex - TOTAL","2004","Sveti Andraž v Slov. goricah",39
"Sex - TOTAL","2004","Sveti Jurij ob Ščavnici",241
"Sex - TOTAL","2004","Sveti Jurij v Slov. goricah",NA
"Sex - TOTAL","2004","Sveti Tomaž",NA
"Sex - TOTAL","2004","Šalovci",84
"Sex - TOTAL","2004","Šempeter - Vrtojba",4839
"Sex - TOTAL","2004","Šenčur",1279
"Sex - TOTAL","2004","Šentilj",2277
"Sex - TOTAL","2004","Šentjernej",1512
"Sex - TOTAL","2004","Šentjur",4169
"Sex - TOTAL","2004","Šentrupert",NA
"Sex - TOTAL","2004","Škocjan",421
"Sex - TOTAL","2004","Škofja Loka",8739
"Sex - TOTAL","2004","Škofljica",1475
"Sex - TOTAL","2004","Šmarje pri Jelšah",2068
"Sex - TOTAL","2004","Šmarješke Toplice",NA
"Sex - TOTAL","2004","Šmartno ob Paki",435
"Sex - TOTAL","2004","Šmartno pri Litiji",907
"Sex - TOTAL","2004","Šoštanj",2483
"Sex - TOTAL","2004","Štore",1644
"Sex - TOTAL","2004","Tabor",91
"Sex - TOTAL","2004","Tišina",365
"Sex - TOTAL","2004","Tolmin",4023
"Sex - TOTAL","2004","Trbovlje",6041
"Sex - TOTAL","2004","Trebnje",5898
"Sex - TOTAL","2004","Trnovska vas",65
"Sex - TOTAL","2004","Trzin",4761
"Sex - TOTAL","2004","Tržič",3603
"Sex - TOTAL","2004","Turnišče",323
"Sex - TOTAL","2004","Velenje",19283
"Sex - TOTAL","2004","Velika Polana",186
"Sex - TOTAL","2004","Velike Lašče",457
"Sex - TOTAL","2004","Veržej",261
"Sex - TOTAL","2004","Videm",371
"Sex - TOTAL","2004","Vipava",1156
"Sex - TOTAL","2004","Vitanje",328
"Sex - TOTAL","2004","Vodice",526
"Sex - TOTAL","2004","Vojnik",1219
"Sex - TOTAL","2004","Vransko",457
"Sex - TOTAL","2004","Vrhnika",5005
"Sex - TOTAL","2004","Vuzenica",649
"Sex - TOTAL","2004","Zagorje ob Savi",4787
"Sex - TOTAL","2004","Zavrč",104
"Sex - TOTAL","2004","Zreče",4103
"Sex - TOTAL","2004","Žalec",7778
"Sex - TOTAL","2004","Železniki",2285
"Sex - TOTAL","2004","Žetale",84
"Sex - TOTAL","2004","Žiri",1958
"Sex - TOTAL","2004","Žirovnica",512
"Sex - TOTAL","2004","Žužemberk",677
"Sex - TOTAL","2005","Ajdovščina",6477
"Sex - TOTAL","2005","Ankaran/Ancarano",NA
"Sex - TOTAL","2005","Apače",NA
"Sex - TOTAL","2005","Beltinci",1359
"Sex - TOTAL","2005","Benedikt",200
"Sex - TOTAL","2005","Bistrica ob Sotli",315
"Sex - TOTAL","2005","Bled",3626
"Sex - TOTAL","2005","Bloke",403
"Sex - TOTAL","2005","Bohinj",1278
"Sex - TOTAL","2005","Borovnica",526
"Sex - TOTAL","2005","Bovec",1014
"Sex - TOTAL","2005","Braslovče",608
"Sex - TOTAL","2005","Brda",529
"Sex - TOTAL","2005","Brezovica",1771
"Sex - TOTAL","2005","Brežice",6604
"Sex - TOTAL","2005","Cankova",275
"Sex - TOTAL","2005","Celje",29623
"Sex - TOTAL","2005","Cerklje na Gorenjskem",2149
"Sex - TOTAL","2005","Cerknica",3191
"Sex - TOTAL","2005","Cerkno",1802
"Sex - TOTAL","2005","Cerkvenjak",185
"Sex - TOTAL","2005","Cirkulane",NA
"Sex - TOTAL","2005","Črenšovci",647
"Sex - TOTAL","2005","Črna na Koroškem",754
"Sex - TOTAL","2005","Črnomelj",4682
"Sex - TOTAL","2005","Destrnik",201
"Sex - TOTAL","2005","Divača",1441
"Sex - TOTAL","2005","Dobje",132
"Sex - TOTAL","2005","Dobrepolje",881
"Sex - TOTAL","2005","Dobrna",413
"Sex - TOTAL","2005","Dobrova - Polhov Gradec",1030
"Sex - TOTAL","2005","Dobrovnik/Dobronak",163
"Sex - TOTAL","2005","Dol pri Ljubljani",886
"Sex - TOTAL","2005","Dolenjske Toplice",674
"Sex - TOTAL","2005","Domžale",10286
"Sex - TOTAL","2005","Dornava",619
"Sex - TOTAL","2005","Dravograd",2413
"Sex - TOTAL","2005","Duplek",581
"Sex - TOTAL","2005","Gorenja vas - Poljane",1085
"Sex - TOTAL","2005","Gorišnica",714
"Sex - TOTAL","2005","Gorje",NA
"Sex - TOTAL","2005","Gornja Radgona",4257
"Sex - TOTAL","2005","Gornji Grad",380
"Sex - TOTAL","2005","Gornji Petrovci",356
"Sex - TOTAL","2005","Grad",162
"Sex - TOTAL","2005","Grosuplje",5290
"Sex - TOTAL","2005","Hajdina",561
"Sex - TOTAL","2005","Hoče - Slivnica",3217
"Sex - TOTAL","2005","Hodoš/Hodos",52
"Sex - TOTAL","2005","Horjul",815
"Sex - TOTAL","2005","Hrastnik",2623
"Sex - TOTAL","2005","Hrpelje - Kozina",1318
"Sex - TOTAL","2005","Idrija",5268
"Sex - TOTAL","2005","Ig",1178
"Sex - TOTAL","2005","Ilirska Bistrica",3567
"Sex - TOTAL","2005","Ivančna Gorica",2954
"Sex - TOTAL","2005","Izola/Isola",5410
"Sex - TOTAL","2005","Jesenice",7317
"Sex - TOTAL","2005","Jezersko",147
"Sex - TOTAL","2005","Juršinci",136
"Sex - TOTAL","2005","Kamnik",7677
"Sex - TOTAL","2005","Kanal",1195
"Sex - TOTAL","2005","Kidričevo",4259
"Sex - TOTAL","2005","Kobarid",1034
"Sex - TOTAL","2005","Kobilje",49
"Sex - TOTAL","2005","Kočevje",5066
"Sex - TOTAL","2005","Komen",729
"Sex - TOTAL","2005","Komenda",943
"Sex - TOTAL","2005","Koper/Capodistria",21392
"Sex - TOTAL","2005","Kostanjevica na Krki",NA
"Sex - TOTAL","2005","Kostel",102
"Sex - TOTAL","2005","Kozje",435
"Sex - TOTAL","2005","Kranj",25484
"Sex - TOTAL","2005","Kranjska Gora",1393
"Sex - TOTAL","2005","Križevci",716
"Sex - TOTAL","2005","Krško",9455
"Sex - TOTAL","2005","Kungota",785
"Sex - TOTAL","2005","Kuzma",103
"Sex - TOTAL","2005","Laško",3843
"Sex - TOTAL","2005","Lenart",4091
"Sex - TOTAL","2005","Lendava/Lendva",4169
"Sex - TOTAL","2005","Litija",3103
"Sex - TOTAL","2005","Ljubljana",187151
"Sex - TOTAL","2005","Ljubno",623
"Sex - TOTAL","2005","Ljutomer",4523
"Sex - TOTAL","2005","Log - Dragomer",NA
"Sex - TOTAL","2005","Logatec",3579
"Sex - TOTAL","2005","Loška dolina",1714
"Sex - TOTAL","2005","Loški Potok",256
"Sex - TOTAL","2005","Lovrenc na Pohorju",480
"Sex - TOTAL","2005","Luče",242
"Sex - TOTAL","2005","Lukovica",737
"Sex - TOTAL","2005","Majšperk",388
"Sex - TOTAL","2005","Makole",NA
"Sex - TOTAL","2005","Maribor",60755
"Sex - TOTAL","2005","Markovci",518
"Sex - TOTAL","2005","Medvode",3503
"Sex - TOTAL","2005","Mengeš",2393
"Sex - TOTAL","2005","Metlika",3276
"Sex - TOTAL","2005","Mežica",1408
"Sex - TOTAL","2005","Miklavž na Dravskem polju",959
"Sex - TOTAL","2005","Miren - Kostanjevica",1039
"Sex - TOTAL","2005","Mirna",NA
"Sex - TOTAL","2005","Mirna Peč",223
"Sex - TOTAL","2005","Mislinja",592
"Sex - TOTAL","2005","Mokronog - Trebelno",NA
"Sex - TOTAL","2005","Moravče",478
"Sex - TOTAL","2005","Moravske Toplice",1068
"Sex - TOTAL","2005","Mozirje",1440
"Sex - TOTAL","2005","Murska Sobota",15174
"Sex - TOTAL","2005","Muta",1015
"Sex - TOTAL","2005","Naklo",2119
